City,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
Amritsar,11.2,27.07,12.16,0.82,8.51,29.45,1.39,1.51,1.98
Amritsar,11.41,26.88,12.1,0.82,11.62,30.24,1.46,1.76,2
Amritsar,11.81,26.87,12.14,0.82,6.74,32.77,1.43,1.75,2
Amritsar,12.66,28.37,12.29,0.73,9.44,34.08,1.66,2.02,2
Amritsar,13.18,28.04,11.88,0.62,8.1,30.16,1.65,1.99,1.96
Amritsar,10.99,27.31,12.21,0.71,7.79,35.57,1.3,1.37,1.89
Amritsar,11.62,26.98,11.8,0.78,8.52,36.31,1.39,1.59,2
Amritsar,11.98,28.28,11.71,0.7,12.75,32.14,1.38,1.7,1.98
Amritsar,12.99,27.07,12.15,0.73,21.74,32.95,1.47,1.87,2
Amritsar,12.39,27.5,11.97,0.68,9.82,33.3,1.57,1.94,1.98
Amritsar,10.31,27.98,12.02,0.72,9.56,31.27,1.57,1.84,2
Amritsar,10.48,25.35,11.93,0.64,9.77,30.51,1.46,1.71,1.83
Amritsar,10.28,27.28,11.98,0.62,16.11,30.29,1.58,1.94,2
Amritsar,10.97,27.42,12,0.48,27.59,31.58,1.8,2.12,2
Amritsar,11.47,27.21,12.03,0.68,23.06,26.71,1.55,2.03,1.98
Amritsar,11.39,26.89,11.98,0.7,19.46,31.11,1.48,2.01,2
Amritsar,10.34,27.64,11.93,0.84,9.34,31.26,1.43,1.88,2
Amritsar,10.94,27.27,12.09,1.27,7.73,29.78,1.43,1.69,1.98
Amritsar,10.79,27.91,11.96,0.86,6.41,28.07,1.36,1.67,2
Amritsar,11.82,27.96,11.84,0.73,7.16,32.26,1.41,1.72,2
Amritsar,13.83,29.21,12.79,0.73,6.22,25.63,1.35,1.62,1.94
Amritsar,12.76,30.41,12.33,0.76,6.2,22.84,1.34,1.53,2.01
Amritsar,11.56,27.43,12.19,0.76,6.7,22.1,1.37,1.67,1.98
Amritsar,11.05,26.97,12.07,0.71,7.21,22.14,1.37,1.66,1.98
Amritsar,10.68,27.51,11.97,0.78,6.82,22.14,1.38,1.54,2
Amritsar,10.29,27.96,12.1,0.77,6.3,22.14,1.32,1.59,1.98
Amritsar,10.82,27.94,11.74,0.78,6.22,22.14,1.34,1.58,2.01
Amritsar,10.69,26.99,12.16,0.76,6.57,22.14,1.34,1.61,1.98
Amritsar,10.84,27.79,12.01,0.69,7.4,22.14,1.42,1.78,2
Amritsar,10.78,25.99,11.93,0.69,8.68,22.14,1.52,1.89,1.94
Amritsar,,,,,,,,,
Amritsar,,,,,,,,,
Amritsar,,,,,,,,,
Amritsar,,,,,,,,,
Amritsar,,,,,,,,,
Amritsar,13.16,31,10.78,0.4,7.07,22.14,0.68,0.69,1
Amritsar,11.21,28.01,12.03,0.85,8.49,22.14,1.4,1.55,2
Amritsar,11.55,27.61,12.12,0.59,9.63,22.14,1.65,1.98,2
Amritsar,10.67,23.17,12.09,0.64,6.33,22.14,1.21,1.4,1.79
Amritsar,18.96,28.66,15.16,0.73,6.55,23.62,1.26,1.5,1.83
Amritsar,17.01,33.2,14.86,0.73,7.65,36.07,1.39,1.75,2
Amritsar,11.4,28.05,12.66,0.7,7.76,42.81,1.38,1.47,1.98
Amritsar,11.43,31.09,12.4,0.8,5.88,43.02,1.32,1.42,2
Amritsar,11.33,27.79,12.74,0.82,8.85,43.02,1.35,1.54,2
Amritsar,12.25,28.27,11.95,0.68,9.64,43.02,1.37,1.54,2
Amritsar,13.03,29.25,12.24,0.79,13.02,43.02,1.33,1.43,2
Amritsar,14.02,31.4,12.69,0.74,9.17,43.02,1.36,1.6,2
Amritsar,16.84,33.39,12.8,0.84,8.59,43.02,1.31,1.15,2
Amritsar,16.25,32.22,12.53,0.67,8.94,43.02,1.3,1.1,2
Amritsar,16.48,30.38,13.38,0.77,17.19,43.02,1.29,1.09,1.98
Amritsar,15.44,29.59,12.11,0.69,11.17,43.02,1.3,1.1,5.05
Amritsar,32.33,46.31,19.36,0.75,6.42,44.12,1.25,1.06,8.48
Amritsar,21.57,37.97,14.54,0.79,7.08,43.57,1.3,1.1,8.81
Amritsar,19.19,36.02,14.53,0.76,9,43.57,1.3,1.1,8.72
Amritsar,17.26,34.95,13.57,0.76,8.5,43.57,1.3,1.1,8.81
Amritsar,14.93,30.16,12.8,0.78,9.5,43.57,1.3,1.1,8.72
Amritsar,16.36,29.69,12.73,0.63,8.45,43.57,1.29,1.09,8.72
Amritsar,18.66,35.6,13.06,0.78,7.07,26.82,1.29,1.09,8.72
Amritsar,16.05,28.92,12.8,0.81,8.64,27.11,1.29,1.09,8.67
Amritsar,14.69,29.97,12.13,0.73,7.44,27.1,1.3,1.1,8.72
Amritsar,12.39,28.6,12.35,0.82,10.3,27.11,1.3,1.1,8.72
Amritsar,26.95,39.88,18.62,0.73,8.99,37.82,1.23,1.04,8.23
Amritsar,24.27,39.73,15.15,0.83,10.06,43.77,1.3,1.1,8.81
Amritsar,18.78,31.81,13.86,0.75,10.47,43.73,1.29,1.09,8.72
Amritsar,13.69,30.2,12.41,0.7,10.16,43.77,1.3,1.1,8.82
Amritsar,15.65,30.08,12.66,0.67,7.82,43.77,1.3,1.1,8.72
Amritsar,16.79,30.38,13.27,0.82,9.74,43.77,1.3,1.1,8.82
Amritsar,15.63,30.07,12.96,0.74,9.08,43.77,1.27,1.08,8.63
Amritsar,15.84,32.32,12.57,0.61,9.03,43.77,1.3,1.1,8.81
Amritsar,15.94,32.43,12.76,0.91,9.9,43.77,1.3,1.1,8.72
Amritsar,14.83,29.75,12.49,0.75,9.26,43.77,1.3,1.1,8.81
Amritsar,15.98,30.7,12.66,0.75,11.8,43.77,1.3,1.1,8.81
Amritsar,17.48,27.56,12.49,0.67,26.68,43.77,1.06,0.89,6.88
Amritsar,14.96,30.21,12.55,0.69,22.25,52.91,1.3,1.1,8.81
Amritsar,15,30.04,12.84,0.69,11.86,64.78,1.3,1.1,8.72
Amritsar,15.55,30.04,12.53,0.68,10.76,64.78,1.3,1.1,8.82
Amritsar,13.29,29.59,12.35,0.62,23.16,41.89,1.29,1.09,8.72
Amritsar,12.8,28.26,11.97,0.48,18.35,17,1.3,1.1,8.82
Amritsar,11.41,26.45,12.15,0.61,19.01,17,1.22,1.03,8.26
Amritsar,10.6,27.18,12.27,0.76,17.75,17,1.3,1.1,8.82
Amritsar,10.31,27.12,12.29,0.97,34.05,17,1.29,1.09,8.63
Amritsar,10.97,26.78,11.95,0.56,14.45,17,1.3,1.1,8.81
Amritsar,10.33,27.66,12.14,0.49,10.98,17,1.3,1.1,8.72
Amritsar,11.22,28.95,11.92,0.73,12.3,17,1.3,1.1,8.72
Amritsar,14.87,31.03,12.57,0.66,6.28,17,1.3,1.1,8.82
Amritsar,22.14,37.92,14.22,0.63,8.09,17,1.3,1.1,8.72
Amritsar,39.8,34.58,17.15,0.71,11.8,22.8,1.23,1.04,8.33
Amritsar,21.62,34.76,13.99,0.68,17.71,28.48,1.3,1.1,8.81
Amritsar,12.54,29.09,12.08,0.58,10.48,36.15,1.3,1.1,8.72
Amritsar,15.08,28.88,13.01,0.74,16.68,33.88,1.22,1.03,8.27
Amritsar,21.48,34.62,14.25,0.72,10.49,40.04,1.3,1.1,8.82
Amritsar,15.84,30.45,13.12,0.77,8.67,39.85,1.3,1.1,8.72
Amritsar,15.1,30.36,12.77,0.59,6.56,40.04,1.3,1.1,8.81
Amritsar,13.52,27.74,12.57,0.59,8.56,39.64,1.29,1.09,8.63
Amritsar,11.23,25.93,12.1,0.57,12.01,,1.3,1.1,8.82
Amritsar,10.65,25.98,12.21,0.55,13.47,,1.3,1.1,8.72
Amritsar,9.4,25.22,11.99,0.72,11.08,,1.3,1.1,8.82
Amritsar,9.17,24.32,12.01,0.71,12.02,30.79,1.29,1.09,8.53
Amritsar,8.31,24.6,11.93,0.65,10.76,32.52,1.3,1.1,8.82
Amritsar,8.01,23.81,12.06,0.69,10.86,32.52,1.3,1.1,8.72
Amritsar,7.97,24.78,12,0.75,16.73,32.52,1.3,1.1,8.81
Amritsar,16.04,26.67,13.83,0.68,13.24,31.49,1.21,1.02,8.08
Amritsar,26.2,42.08,15.21,0.73,9.2,16.56,1.3,1.1,8.82
Amritsar,18.43,30.65,13.91,0.74,12.51,16.48,1.3,1.1,8.72
Amritsar,12.63,27.07,12.34,0.62,10.92,16.48,1.3,1.1,8.82
Amritsar,53.34,77.94,23.22,0.71,5.53,16.48,1.3,1.1,8.72
Amritsar,33.92,51.61,17.99,0.7,4.72,16.48,1.3,1.1,8.82
Amritsar,18.72,32.27,14.43,0.68,4.64,16.48,1.3,1.1,8.72
Amritsar,12.03,25.83,12.64,0.67,4.36,16.48,1.3,1.1,8.82
Amritsar,9.97,23.17,12.08,0.59,7.21,16.48,1.2,1.02,7.97
Amritsar,10.71,25.96,11.94,0.74,5.83,16.48,1.3,1.1,8.82
Amritsar,18.01,31.94,13.71,0.66,4.79,16.48,1.29,1.08,8.54
Amritsar,20.8,35.75,14.07,0.66,4.55,16.48,1.3,1.1,8.82
Amritsar,17.9,27.47,13.25,0.63,5.22,16.48,1.16,0.98,7.85
Amritsar,19.83,34.03,14.94,0.67,4.89,16.48,1.3,1.1,8.81
Amritsar,15.97,30.6,13.29,0.69,4.67,16.48,1.3,1.1,8.72
Amritsar,15.11,30.2,17.73,0.59,3.48,16.48,1.3,1.1,8.82
Bengaluru,17.33,10.88,20.36,0.33,3.54,10.73,0.56,4.64,
Bengaluru,19.73,14.14,23.74,1.35,3.97,22.77,0.65,5.31,
Bengaluru,19.88,20.72,4.32,17.4,13.61,12.03,0.53,19.25,
Bengaluru,21.61,16.88,0.87,5.05,6.52,17.7,0.55,7.47,
Bengaluru,22.17,21.76,31.38,1.83,4.71,12.72,0.4,4.36,
Bengaluru,23.2,16.24,26.35,0.52,4.42,13.82,22.68,4.11,
Bengaluru,28.66,30.84,22.73,1.46,5.13,16.98,34.66,8.65,
Bengaluru,31.1,21.16,38.67,2.3,7.07,17.35,31,8.6,
Bengaluru,25.98,15.03,23.48,0.54,12.84,16.27,30.51,8.44,
Bengaluru,29.23,16.76,34.17,1.69,3.08,25.01,36.42,13.41,
Bengaluru,29.84,17.49,29.74,2.59,8.2,16.07,44.91,27.67,
Bengaluru,28.4,21.85,41.39,0.61,7.16,16.41,38.04,41.87,
Bengaluru,30.56,22.9,35.34,0.63,6.51,10.34,39.44,14.6,
Bengaluru,25.94,19.43,39.82,1.83,8.66,16.47,27.38,8.7,
Bengaluru,20.64,15.92,21.43,3.29,6.24,19.35,25.84,15.67,
Bengaluru,18.51,22.36,10.27,16.41,19.28,16.02,25.14,36.72,
Bengaluru,17.37,21.64,11.05,15.98,24.91,14.33,24.29,21.54,
Bengaluru,17.2,18.79,14.23,9.04,22.18,22.48,23.23,20.05,
Bengaluru,16.74,19.44,13.47,8.09,27.99,23.34,21.14,14.85,
Bengaluru,7.24,22.66,7.29,4.05,92.66,103.68,36.25,9.93,
Bengaluru,5.45,18.26,5.07,18.3,82.07,,,,
Bengaluru,13.57,29.6,3.65,3.32,57.51,41.95,23.36,39.25,
Bengaluru,12.82,12,10.06,5.04,27.33,17.78,22.15,14.52,
Bengaluru,16.27,9.73,14.88,2.42,6.47,14.72,19.86,8.48,
Bengaluru,16.32,8.72,15.42,3.39,3.32,16.27,19.21,7.37,
Bengaluru,13.85,8.43,16.63,5.39,2.95,21.35,18.29,9.1,
Bengaluru,16.71,15.67,18.57,1.71,3.09,27.37,17.69,5.15,
Bengaluru,14.85,11.58,16.15,4.87,6.53,17.05,21.78,9.43,
Bengaluru,10.45,49.95,16.4,2.26,3.03,18.78,17.3,5.42,
Bengaluru,4.93,51.53,13.32,1.06,24.31,19.51,14.55,3.54,
Bengaluru,11.11,30.07,7.77,0.46,29.18,23.21,17.23,2.92,
Bengaluru,22.14,13.01,7.48,0.36,7.36,20.75,12.01,2.2,
Bengaluru,19.19,13.06,11.33,0.46,6.14,19.75,14.08,3.76,
Bengaluru,18.47,12.44,11.78,0.59,5.02,20.64,16.08,3.41,
Bengaluru,22.46,15.19,11.88,1.08,4.46,18.62,14.9,3.43,
Bengaluru,26.36,20.48,11.11,0.59,7.65,16.06,6.53,16.08,
Bengaluru,25.98,16.42,11.71,0.5,3.12,13.76,19.99,13.55,
Bengaluru,22.46,18.41,12.88,1.45,5.51,20.96,17.83,3.94,
Bengaluru,26.06,16.75,8.84,0.45,7.25,22.81,18.69,4.67,
Bengaluru,22.48,13.7,13.61,0.64,3.37,31.01,0.9,11.86,
Bengaluru,20.18,13.54,13.04,0.77,1.04,39.86,,1.68,
Bengaluru,26.52,20.81,12.44,0.57,1.64,32.19,0.6,2.44,
Bengaluru,21.47,18,26.22,0.96,12.98,44.15,0.6,2.86,
Bengaluru,21.85,23.38,19.31,1.32,7.56,37.79,0.49,2.97,
Bengaluru,26.05,21.19,17.14,0.9,5.18,31.76,0.51,3.45,
Bengaluru,23.68,15.19,11.14,0.76,4.82,45.16,0.44,1.74,
Bengaluru,24.41,19.88,10.67,2.35,3.84,49.3,,16.04,
Bengaluru,24.68,24.11,4.66,0.83,13.39,44.34,46.44,29.45,
Bengaluru,23.38,23.51,6.34,3.23,17.62,28.85,40.42,42.4,
Bengaluru,27.71,24.33,19.81,2.18,11.15,31.69,69.69,36.1,
Bengaluru,22.83,18.26,31.1,6.95,12.52,33.43,69.54,30.4,
Bengaluru,21.34,14.07,12.5,8.98,14.25,39.2,,8.98,
Bengaluru,24.09,17.26,13.56,6.28,13.11,54.18,,6.28,
Bengaluru,24.14,16.93,15.44,13.56,11.93,53.97,,13.56,
Bengaluru,28.8,24.25,17.21,4.78,5.76,40.55,,6.43,
Bengaluru,29.78,24.83,21.85,1.49,6.5,51.91,,1.53,
Bengaluru,31.32,22.64,17.22,1.24,7.13,65.41,,1.3,
Bengaluru,26.9,18.07,20.09,1.14,4,66.49,,1.09,
Bengaluru,19.57,11.15,17.43,1.38,2.82,62.61,,1.38,
Bengaluru,10.39,10.91,15.23,0.48,6.93,51.37,,0.48,
Bengaluru,18.06,14.59,33.23,3.56,6.72,58.97,,4.06,
Bengaluru,19.56,17.16,30.4,14.67,8.6,43.5,,14.77,
Bengaluru,17.36,12.54,12.44,3.39,5.99,61.8,,3.41,
Bengaluru,19.94,18.57,6.9,29.33,8.79,45.01,,29.33,
Bengaluru,15.04,12.71,6.3,23.53,16.03,31.55,282.83,43.33,
Bengaluru,15.68,14.94,6.46,25.7,12.69,36.67,296.55,55.15,
Bengaluru,11.59,9.48,11.83,16.01,11.89,45.87,298.28,22.96,
Bengaluru,20.06,18.5,23.32,25.5,11.47,36.7,307.42,38.84,
Bengaluru,26.12,17.58,21.54,1.08,3.17,41.81,,0,
Bengaluru,33.01,23.66,30.29,1.33,2.86,35.98,,1.17,
Bengaluru,25.29,17.47,23.55,1.9,1.67,37.65,,2.8,
Bengaluru,20.97,17.24,13.57,13.01,7.84,43.46,,18,
Bengaluru,20.58,19.72,1.12,18.28,19.64,49.53,,20.62,
Bengaluru,15.12,15.97,3.79,29.93,16.57,48.26,155.68,32.63,
Bengaluru,18.67,20.45,4.81,25.25,30.13,47.74,,30.81,
Bengaluru,31.84,27.25,21.65,17.79,11.89,49.86,,28.52,
Bengaluru,34.01,40.01,20.82,6.17,3.76,49.27,156.71,39.67,
Bengaluru,33.58,29.48,29.11,15.98,47.19,56.32,119.55,30.98,
Bengaluru,28.48,18.68,27.2,4.55,2.76,43.25,36,171.22,
Bengaluru,27,18.04,28.02,3.89,1.94,52.96,21.33,196.72,
Bengaluru,22.39,15.33,23.19,11.29,2.05,71.85,14.97,138.2,
Bengaluru,26.35,17.45,27.76,9.95,6.3,72.84,9.88,100.77,
Bengaluru,29.87,20.88,35.1,1.46,6.07,64.12,5.9,61.48,
Bengaluru,23.57,16.39,27.13,10.05,4.98,82.34,4.53,39.99,
Bengaluru,32.07,21.03,34.71,1.44,1.67,67.21,1.36,13.28,
Bengaluru,25.55,17.37,30.96,2.85,2.46,51.93,0.14,3.71,
Bengaluru,17.99,11.36,28.74,8.07,2.5,44.65,0.14,8.39,
Bengaluru,12.9,8.3,21.5,8.53,2.08,56.31,0.15,8.53,
Bengaluru,16.23,14.63,26.96,1.46,2.63,49.52,0.14,2.07,
Bengaluru,10.97,12.7,27.52,1.79,2.79,47.67,0.14,2.39,
Bengaluru,8.83,9.13,31.37,9.6,3.17,48.25,0.14,8.16,
Bengaluru,10.29,9.99,43.09,4.06,7.65,53.26,0.14,5.29,
Bengaluru,5.99,6.82,26.04,5.34,2.32,57.75,0.14,7.4,
Bengaluru,12.89,10.88,40.71,1.47,3.29,76.36,0.13,1.61,
Bengaluru,9,7.6,26.22,9.58,4.07,65.62,0.14,12.02,
Bengaluru,8.14,8.06,22.34,0.55,7.22,54.31,0.18,0.28,
Bengaluru,7.14,11.25,17.78,2.3,5.88,60.42,0.2,2.3,
Bengaluru,9.04,7.52,24.2,6.84,1.84,49.55,0.12,20.68,
Bengaluru,8.72,7.2,29.83,5.82,2.6,42.63,0.13,5.92,
Bengaluru,7.46,8.7,23.17,5.19,2.03,44.47,8.64,8.48,
Bengaluru,7.09,8.82,30.95,1.7,3.22,53.91,0.29,1.75,
Bengaluru,4.97,5.51,34.85,2.65,5.16,44.53,0.17,2.65,
Bengaluru,8.53,9.95,34.3,2.23,2.75,39.03,,2.62,
Bengaluru,6.1,6.13,27.48,1.4,4.66,57.7,0.18,1.71,
Bengaluru,4.86,14.02,15.15,5.45,4.9,77.05,0.21,5.37,
Bengaluru,7.98,12.69,16.61,0.97,29.11,96.88,0.16,0.54,
Bengaluru,6.64,7.42,38.54,12.93,2.58,97.2,,12.95,
Bengaluru,5.98,6.47,21.02,3.84,3.99,101.63,,4.51,
Bengaluru,6.58,5.89,21.93,0.48,2.49,81.34,,0.48,
Bengaluru,7.91,7.1,24.78,4.58,5.53,37.22,,5.17,
Bengaluru,6.45,9.94,17.34,6.14,4.43,34.74,0.23,6.14,
Bengaluru,6.21,13.57,5.42,,26.42,32.79,0.22,,
Bengaluru,6.84,14.07,18.77,3.65,12.35,15.88,,12.16,
Bengaluru,14.96,12.52,35.77,1.13,5.12,109.66,,1.27,
Bengaluru,8.42,12.28,17.93,3.1,26.92,157.2,,2.17,
Bengaluru,14.35,19.55,15.8,1.22,15.91,123.32,,0.77,
Bengaluru,7.74,11.71,13.92,1.26,18.89,65.38,,1.36,
Bengaluru,12.95,18.7,11.62,2.31,14.79,57.59,43.78,3.7,
Bengaluru,17.71,22.68,11.4,1.34,8.34,27.11,47.26,15.45,
Bengaluru,16.69,12.64,10.15,,11.54,51.81,39.43,13.75,
Bengaluru,14.31,12.05,6.09,1.59,4.96,26.93,35.9,11.32,
Bengaluru,14.24,14.93,21.03,4.44,2.99,16.83,34.57,9.36,
Bengaluru,15.2,10.05,14.62,1.32,7.47,17.81,37.56,11.01,
Bengaluru,25.81,15.91,18.09,4.17,6.79,21.39,39.17,12.63,
Bengaluru,20.7,13.3,5.94,0,8.6,36.56,37.07,9.99,
Bengaluru,17.15,10.79,10.23,28.28,11.77,80.02,33.74,11.02,
Bengaluru,20.41,14.16,15.4,0.5,4.67,31.73,22.24,6.38,
Bengaluru,17.29,11.04,14.93,4.82,7.18,88.24,9.51,2.65,
Bengaluru,24.35,13.81,17.12,23.56,6.64,39.61,6.11,3.89,
Bengaluru,29.77,14.91,14.21,2.57,3.46,32.11,5.2,1.96,
Bengaluru,29.38,17.29,15.84,0.3,11.84,14,4.94,1.55,
Bengaluru,29.1,18.34,15.13,,2.96,15.17,4.67,1.66,
Bengaluru,32.27,20.96,14.66,0,2.77,7.96,4.9,1.37,
Bengaluru,33.12,20.16,14.28,1.19,2.83,12.14,4.88,1.84,
Bengaluru,22.13,14.1,18.55,2.06,3.08,12.14,5.66,2.25,
Bengaluru,32.24,18.53,24.08,1.19,3.9,8.48,4.66,1.45,
Bengaluru,22.62,11.25,14.2,12.23,5.8,21.44,4.22,2.05,
Bengaluru,22.49,13.5,13.27,12.77,5.83,32.76,4.24,1.84,
Bengaluru,31.22,20.24,17.26,1.14,3.92,37.13,4.19,1.16,
Bengaluru,32.48,16.97,15.5,1.26,4.24,36.42,4.1,1.1,
Bengaluru,17.97,9.15,13.64,1.21,4.38,25.96,4.18,1.19,
Bengaluru,17.88,8.93,12.62,10.68,4.89,28.02,4.64,2.01,
Bengaluru,23.45,13.42,11.58,17.21,12.38,22.59,5.16,3.92,
Bengaluru,17.13,10.15,5.01,9.13,3.98,23.52,4.39,1.3,
Bengaluru,18.69,10.4,3.25,4.19,4.81,21.85,4.57,1.28,
Bengaluru,12.85,9.33,0.28,4.21,3.92,23.36,4.69,1.44,
Bengaluru,11.83,9.27,2.77,4.79,4.02,27.83,3.77,1.05,
Bengaluru,41.16,23.43,4.91,1.22,0.96,42.06,3.54,0.86,
Bengaluru,22.5,13.99,4.88,1.4,0.92,31.65,5.05,1.34,
Bengaluru,14.82,10.67,5.61,4.52,7.13,54.35,4.81,3.22,
Bengaluru,6.62,5.01,2.89,2.84,4.24,22.32,5.42,3.15,
Bengaluru,14.12,7.77,2.34,1.7,6.9,68.17,4.86,1.7,
Bengaluru,9.28,3.25,2.31,1.77,7.93,54.65,4.08,1.68,
Bengaluru,19.98,9.87,2.21,1.52,4.44,46.8,4.11,1.39,
Bengaluru,6.39,7.52,1.93,1.4,4.47,29.64,3.16,1.3,
Bengaluru,14.61,19.41,18.87,5.65,5.85,27.39,2.89,0.84,
Bengaluru,30.73,36.51,30.36,1.78,11.64,20.75,,1.72,
Bengaluru,25.18,27.39,28,4.45,4.22,19.63,2.71,1.93,
Bengaluru,22.65,13.65,23.12,3.93,17.45,17.13,2.49,3.93,
Bengaluru,20.8,13.22,25.86,1.4,15.06,20.96,3.13,1.2,
Bengaluru,22.16,11.83,21.15,1.96,6.09,24.49,3.13,1.94,
Bengaluru,17.32,8.95,20.88,1.54,11.59,15.75,4.79,1.46,
Bengaluru,13.35,7.08,5.29,1.89,10.35,20.52,4.35,1.56,
Bengaluru,10.75,4.86,7.02,3.21,15,19.08,5.46,1.76,
Bengaluru,9.61,4.7,7.86,2.36,1.96,20.38,4.56,1.79,
Bengaluru,13.12,10.43,8.92,1.56,5.04,34.42,2.43,1.53,
Bengaluru,10.09,5.6,9.22,3.74,1.58,13.24,1.66,1.72,
Bengaluru,11.09,5.01,7,2,4.12,13.5,2.96,2.08,
Bengaluru,18.7,9.83,8.31,1.3,1.35,16.42,5.04,1.3,
Bengaluru,19,11.85,8.08,1.54,4.34,11.12,5.67,1.52,
Bengaluru,14.48,9.69,7.31,2.89,1.95,8.62,4.36,1.31,
Bengaluru,15.95,8.19,6.89,3.84,2.02,10.31,0.15,3.28,
Bengaluru,16.04,11.71,27.31,4.29,5.53,10.68,,5.56,
Bengaluru,7.27,4.01,10.32,2.08,7.51,10.97,0.12,1.56,
Bengaluru,5.61,1.82,8.75,5.48,5.41,21.62,,13.45,
Bengaluru,5.38,3.37,7.95,2.83,5.49,11.83,0.13,1.74,
Bengaluru,6.1,3.71,7.5,1.75,4.41,13.27,0.1,1.34,
Bengaluru,5.23,2.93,6.4,15.98,10.62,15.2,0.18,14.54,
Bengaluru,4.38,1.91,6.3,2.03,2.53,15.42,0.24,2.47,
Bengaluru,7.02,3.74,7.68,5.28,7.62,10.29,0.13,2.23,
Bengaluru,8.39,5.43,8.47,5.01,5.94,6.61,0.16,4.4,
Bengaluru,6.34,3.24,6.34,6.96,6.28,6.45,0.11,4.98,
Bengaluru,11.59,6.83,6.42,2.58,5.12,11.01,0.12,1.38,
Bengaluru,5.11,2.7,5.96,7.52,3.69,8.37,,1.35,
Bengaluru,5.99,2.9,5.76,15.9,2.76,9.72,,16.86,
Bengaluru,7.66,4.66,4.74,20.81,2.29,7.89,0.16,8.67,
Bengaluru,8.79,6.36,26.67,26.99,2.54,8.96,0.13,24.39,
Bengaluru,7.83,7.62,10.45,2.86,3.36,9.3,0.14,1.36,
Bengaluru,8.71,6.88,34.37,7.24,6.25,7.27,1.09,6.16,
Bengaluru,10.04,8.43,19.3,3.42,3.89,7.56,0.18,1.47,
Bengaluru,10.1,9.4,21.54,15.1,3.25,5.4,16.71,3.02,
Bengaluru,10.66,9.34,20.9,2.42,2.39,5.06,22.69,2.88,
Bengaluru,9.83,8.64,10.15,2.11,1.86,9.66,20.87,2.47,
Bengaluru,12.22,9.75,10.8,27.06,2.84,10.42,21.59,7.32,
Bengaluru,11.7,9.3,10.17,10.62,2.78,7.82,24.35,6.14,
Bengaluru,17.43,12.1,6.08,9.91,4.49,5.49,23.09,3.81,
Bengaluru,15.73,11.27,10.88,3.56,2.98,8.06,22.44,3.01,
Bengaluru,10.76,9.67,9.89,1.62,3.46,8.48,,1.13,
Bengaluru,8.46,7.12,11.23,18.69,3.98,10.27,,,
Bengaluru,7.65,6.72,10.88,12.18,1.66,9.43,,1.16,
Bengaluru,10.26,8.78,10.46,9.82,2.39,8.67,,1.06,
Bengaluru,11.45,8.94,10.76,9.35,1.72,3.62,,1.25,
Bengaluru,9.91,8.06,9.67,16.7,2.39,3.54,,,
Bengaluru,11.26,9.75,10.06,9.44,3.29,5.13,19.93,2.04,
Bengaluru,9.48,7.7,9.15,16.46,10.54,6.49,18.55,3.04,
Bengaluru,10,8.6,10.06,2.89,15.96,9.61,16.78,2.54,
Bengaluru,11.03,7.88,8.39,2.42,2.54,8.9,16.64,1.96,
Bengaluru,8.83,8.32,8.42,14.36,3.82,8.78,15.28,4.57,
Bengaluru,10.76,8.08,9.14,12.51,5.27,7.16,17.73,4.06,
Bengaluru,12.67,9.08,29.6,1.5,4.9,5.82,18.71,2.1,
Bengaluru,11.52,7.93,11.73,1.86,3.15,5.42,19.79,1.96,
Bengaluru,10.27,7.61,11.91,1.09,3.35,3.53,21.09,2.58,
Bengaluru,20.21,11.77,10.3,9.97,2.43,3.38,16.15,3.28,
Bengaluru,9.54,6.15,9.26,37.73,1.86,4.83,13.6,7.99,
Bengaluru,11.41,8.58,10.08,25.13,2.13,5.74,13.67,4.26,
Bengaluru,10.66,8.17,10.75,9.92,2.6,5.24,14.1,1.8,
Bengaluru,11.85,8.03,10.66,48.07,2.4,3,16.28,2.08,
Bengaluru,18.38,13.03,33.49,3.15,5.94,7.21,16.44,1.98,
Bengaluru,10.02,6.18,26.16,1.16,3.79,3.29,15.14,1.82,
Bengaluru,8.46,5.62,23.31,20.25,3.78,3.98,15.6,1.79,
Bengaluru,7.32,5.27,18.3,8.78,2.1,4.73,25,235.48,
Bengaluru,8.21,6.26,23.95,1.82,5.16,6.23,34.14,162.98,
Bengaluru,7.98,5.34,24.12,29,2.96,9.86,27.76,411.52,
Bengaluru,7.44,5.58,22.52,29.16,7.22,6.76,9.26,209.77,
Bengaluru,6.61,6.6,22,34.69,2.51,6.11,5.02,112.27,
Bengaluru,14.73,12.48,23.64,35.05,6.15,5.86,3.15,71.16,
Bengaluru,13.63,9.32,18.87,16.67,2.49,10.04,1.89,42.61,
Bengaluru,17.39,10.93,23.05,9.03,1.32,7.48,1.51,26.63,
Bengaluru,19.5,13.98,50.58,14.55,2.98,5.93,2.18,21.55,
Bengaluru,19.73,12.9,38.79,21.83,2.85,3.75,2.18,23.34,
Bengaluru,17.92,15.33,39.19,9.91,7.14,4.3,,24.53,
Bengaluru,34.35,21.46,30.68,1.31,3.73,3.41,5.55,4.72,
Bengaluru,17.51,11.02,33.06,11.68,6.56,3.44,,43.3,
Bengaluru,15.97,9.93,24.16,1.14,1.07,3.35,,1.13,
Bengaluru,11.64,7.72,23.28,26.54,0.91,3.86,,26.54,
Bengaluru,15.11,10.24,27.77,1.16,1,4.72,,1.13,
Bengaluru,16.49,13.5,17.67,4.29,4.38,6.26,,1.21,
