City,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
Delhi,31,33.32,35.33,1.07,9.43,27.74,2.58,28.18,0.33
Delhi,30.9,34.32,34.25,1.13,9.96,27.25,2.13,21.93,0.29
Delhi,34.64,38.54,37.17,1.24,9.37,28.66,2.18,23.36,0.49
Delhi,34.68,37.25,42.32,1.14,8.26,22.91,2.53,24.25,0.96
Delhi,31.82,38.88,33.65,1.22,9.81,29.87,3.07,29.46,0.58
Delhi,28.9,30.82,30.9,1.01,10.61,30.92,2.27,21.05,0.39
Delhi,22.08,21.86,28.01,0.86,9.3,26.17,1.6,15.54,0.25
Delhi,22.06,21.47,24.4,0.87,8.47,25.43,1.12,10.3,1.03
Delhi,25.93,25.93,25.93,0.96,8.65,26.21,1.11,13.1,0.99
Delhi,26.18,27.51,24.89,1.02,8.14,21.46,1.56,15.92,0.89
Delhi,27.12,32.07,29.25,1.1,8.37,20.73,1.76,18.61,2.21
Delhi,31.9,33.85,29.08,1.19,8.5,31.43,1.94,21.44,6.58
Delhi,25.03,32.56,31.29,1.04,8.51,23.58,1.5,16.34,3.43
Delhi,21.51,26.32,27.58,0.87,8.61,23.59,1.08,10.43,2.66
Delhi,19.1,24.77,25.82,0.81,7.67,16.51,1.12,10.25,1.33
Delhi,20.93,25.39,23.25,0.98,8.57,18.03,1.44,16.91,2.31
Delhi,28.59,38.82,25.62,1.31,8.6,28.06,2.77,28.61,2.5
Delhi,26.86,31.87,33.03,1.23,8.12,28.41,2.44,24.96,3.44
Delhi,32.68,32.26,34.19,1.14,7.81,31.18,2.37,23.43,4.66
Delhi,42.21,44.39,34.28,1.21,8.41,25.95,3.1,29.02,1.68
Delhi,40.32,54.52,36.4,1.3,8.36,28.57,3.26,32.01,1.65
Delhi,41.76,59.19,41.36,1.47,8.78,28.17,3.71,36.48,1.52
Delhi,31.71,27.89,34.91,0.93,8.23,24.22,1.99,18.44,1.6
Delhi,31.6,31.88,29.89,0.99,8.55,24.07,2.24,23.2,1.03
Delhi,34.48,39.32,31.99,1.17,10.01,36.98,2.84,29.66,0.84
Delhi,34.62,37.1,34.95,1.07,9.64,34.34,2.54,23.75,3.88
Delhi,30.6,27.72,32.6,0.93,8.24,30.97,1.88,15.84,0.44
Delhi,32.44,30.15,33.69,1.02,9.33,39.25,1.93,18.03,0.71
Delhi,40.79,40.39,38.62,1.41,9.14,33.71,2.72,26.9,1.11
Delhi,32.08,29.57,41.15,1.11,8.41,31.24,2.01,20.82,0.79
Delhi,31.91,27.85,36.31,1.07,8.81,39.18,1.96,21.64,1.3
Delhi,36.51,32.78,36.34,1.21,8.95,32.5,2.4,25.4,2.28
Delhi,36.99,30.78,37.13,1.22,9.03,36.13,2.38,26.31,1.74
Delhi,29.09,25.41,33.31,0.97,9.25,28.87,1.75,20.2,0.94
Delhi,30.05,27.49,34.35,0.99,10.9,27.22,2.13,21.71,1.37
Delhi,30.9,30.5,30.75,1,8.17,24.58,1.84,19.25,2.45
Delhi,26.84,24.75,32.14,0.9,8.72,32.4,1.55,18.52,1.31
Delhi,30.47,29.46,30.37,1,8.45,30.84,1.88,23.34,1.62
Delhi,34.12,34.48,29.2,1.07,9.49,40.53,2.34,27.18,2.8
Delhi,39.69,37.15,31.57,1.15,9.54,48.95,2.5,27.98,2.06
Delhi,34.01,28.38,30.72,0.99,8.91,32.08,1.85,17.13,1.28
Delhi,29.75,25.5,28.56,0.88,8.16,27.33,1.5,16.47,1.04
Delhi,26.05,21.91,25.04,0.77,8.48,28.64,1.48,15.16,0.52
Delhi,27.77,24.91,24.48,0.91,8.55,28.58,1.42,14.92,0.49
Delhi,36.18,37.24,26.11,1.13,8.35,35.4,2.25,26.03,0.82
Delhi,38.18,34.26,27.51,1.12,8.64,41.22,2.62,24.58,0.51
Delhi,31.3,25.04,25.54,0.86,9.46,37.19,1.86,15.45,0.42
Delhi,24.15,20.35,22.6,0.78,9.29,27.34,1.57,15.18,0.17
Delhi,31.73,30.32,24.91,0.95,10.81,29.76,2.22,22.21,0.28
Delhi,31.43,32.82,24.45,0.99,9.63,28.51,2.08,22.37,0.98
Delhi,30.66,33.12,26.2,0.91,9.32,21.15,1.89,17.61,1.07
Delhi,30.02,27.61,25.37,0.93,9.9,30.49,2.01,18.72,0.49
Delhi,34.98,34.14,25.61,0.98,9.19,28.92,2.55,21.11,1
Delhi,29.99,27.25,24.88,0.9,8.94,28.53,1.89,18.14,1.06
Delhi,27.25,26.71,24.04,0.83,10.43,24.16,1.93,20.57,0.78
Delhi,24.52,22.68,22.32,0.78,10.3,23.54,2.09,18.35,0.19
Delhi,26.18,25.22,21.94,0.77,10.01,22.22,2.84,19.97,0.37
Delhi,22.84,19.7,21.99,0.74,8.85,22.84,1.83,12.63,0.14
Delhi,27.89,26.39,22.01,0.92,8.22,26.67,2.46,15.92,0.27
Delhi,28,26.89,23.99,0.96,8.5,26.15,2.56,18.36,0.59
Delhi,29.72,32.24,24.63,1.05,8.95,34.94,2.83,15.7,0.73
Delhi,36.77,46.78,27.17,1.25,10.42,44.29,4.03,25.96,1.08
Delhi,34.07,35.15,26.21,0.99,8.34,32.54,2.99,25.91,1.52
Delhi,33.82,36.22,23.56,1.03,8.08,32.66,2.5,20.58,2.01
Delhi,36.98,37.52,26.89,0.99,8.62,40.18,2.82,22.98,1.66
Delhi,33.46,31.6,26.98,0.91,8.25,36.23,2.35,18.65,1.28
Delhi,33.4,34.71,23.12,0.85,8.91,38.81,2.29,15.02,1.14
Delhi,45.5,58.38,25.59,1.37,11.9,51.37,4.1,30.69,2.53
Delhi,50.32,54.51,29.71,1.34,13.83,53.51,4.49,36.66,2.06
Delhi,48.05,53.08,31.79,1.37,11.02,47.07,4.4,32.36,2.74
Delhi,48.54,53.06,33.54,1.44,11.26,44.45,4.65,35.04,2.96
Delhi,51.27,63.23,34.93,1.65,12.75,44.55,5.05,38.96,3.84
Delhi,50.83,68.23,34.7,1.73,11.46,43.59,4.68,37.89,3.34
Delhi,58.61,86.5,36.03,2.18,13.31,53.79,6.4,49.36,5.87
Delhi,53.03,62.13,38.12,1.77,13.22,55.69,5.51,36.51,4.29
Delhi,46.51,42.73,35.08,1.44,14.95,49.68,4.58,30.79,2.36
Delhi,39.62,34.81,33.94,1.14,11.36,42.7,3.47,22.11,1.4
Delhi,51.37,53.94,33.65,1.18,11.33,43.23,4.23,33.23,1.69
Delhi,48.83,53.46,33.32,1.26,10.64,33.47,4.13,30.72,1.68
Delhi,51.05,55.42,31.9,1.3,11.11,36.8,4.36,28.7,3.3
Delhi,50.05,57.98,29.84,1.37,11.7,39.48,3.82,28.98,3.4
Delhi,57.92,80.24,34.38,1.79,14.08,44.15,4.7,34.29,2.52
Delhi,67.36,108.93,41.69,2.46,18.87,57.94,7.01,50.88,5.3
Delhi,52.55,64.73,37.02,1.72,15.17,52.25,5.07,35.92,1.92
Delhi,56.43,83.98,40.14,1.92,12.76,50.59,5.34,38.81,1.52
Delhi,48.37,68.91,40.04,1.77,13.21,47.27,4.92,30.4,1.56
Delhi,48.45,59.73,40.16,1.77,18.03,42.79,4.62,20.55,0.91
Delhi,60.03,86.74,49,2.43,12.71,33.2,5.79,37.17,2.2
Delhi,63.87,113.63,52.82,2.67,13.81,34.86,6.53,49.5,1.97
Delhi,71.37,123.63,55.54,2.92,15.86,38.29,7.27,60.46,3.88
Delhi,73.61,96.68,58.29,2.59,16.32,49.77,7.11,55.43,3.05
Delhi,54.1,61.32,49.38,1.93,12.88,35,5.6,35.45,0.97
Delhi,49.67,53.58,56.52,2.39,10.2,33.91,6.21,33.78,1.19
Delhi,44.53,51.48,39.67,1.47,11.68,36.82,4.37,29.56,0.94
Delhi,44.32,53.16,33.01,1.43,13.17,39.23,3.75,28.54,0.68
Delhi,54.77,81.72,31.99,1.52,11.58,29.77,3.94,30.45,1.39
Delhi,51.64,54.77,37.3,1.58,11.95,23.72,5.25,37.6,1.05
Delhi,52.79,73.74,38.97,1.68,14.04,32.33,5.58,47.09,1.01
Delhi,44.01,56.07,35.4,1.34,11.58,30.42,4.13,33.86,0.79
Delhi,50.35,56.41,32.4,1.44,13.95,38.5,3.79,29.59,0.55
Delhi,61.36,75.05,37.01,1.79,15.18,42.35,4.56,39.67,0.83
Delhi,66.1,83.09,40.72,2.25,14.41,48.8,5.85,44.03,1.16
Delhi,73.6,94.33,43.4,2.5,15.12,39.52,7.08,52.12,1.57
Delhi,82.63,114.67,50.55,2.92,16.26,26.54,8.2,65.31,2.14
Delhi,59.35,73.02,50.12,2.35,14.14,37.71,7.47,48.7,2.34
Delhi,42.35,45.36,35.82,1.34,12.89,31.94,4.3,30.34,1.2
Delhi,33.78,32.29,29.55,0.92,10.78,27.01,2.4,16.76,0.22
Delhi,40.05,49.47,29.79,1.26,10.55,30.33,3.03,20.7,0.68
Delhi,52.79,77.11,33.12,1.6,12.05,31.56,4.31,31.85,1.51
Delhi,77.62,106.76,40.19,2.21,14.74,38.99,5.65,45.92,2.19
Delhi,91.65,135.9,44.56,3,19.85,48.43,8.84,71.87,5.87
Delhi,75.08,113.99,42.17,2.4,16.02,41.54,7.04,56.68,2.72
Delhi,52.7,60.68,34.6,1.3,11.64,25.58,4.46,33.82,1
Delhi,43.51,42.87,34.33,1.01,11.35,29.6,2.98,20.71,0.49
Delhi,53.29,69.13,35.67,1.45,13.59,31.86,4.16,31.46,0.79
Delhi,53.83,73.89,37.04,1.41,17.65,39.21,5.2,38.41,0.77
Delhi,42.94,41.04,34.32,0.89,10.71,30.2,2.89,28.31,0.3
Delhi,32.3,27.14,30.25,0.65,8.99,28.72,1.88,20.27,0.18
Delhi,41.9,49.52,31.59,1.03,10.14,24.66,3.15,27.84,0.52
Delhi,45.04,56.55,36.65,1.21,9.87,23.38,4.1,30.82,0.84
Delhi,50.39,63.15,36.51,1.17,11.39,32.28,3.57,23.24,0.58
Delhi,57.23,77.73,38.4,1.49,11.18,32.54,4.35,26.64,0.75
Delhi,60.85,82.31,38.81,1.49,11.37,32.57,4.31,31.72,0.65
Delhi,71.65,107.88,43.21,1.95,13.48,33.48,4.93,42.84,0.67
Delhi,91.53,148.59,55.2,2.95,14.48,42.41,7.93,71.69,1.9
Delhi,69.73,103.48,57.17,2.03,13.41,32.34,7.86,57.33,1.84
Delhi,66.41,107.56,55.32,2.32,15.4,33.69,6.96,47.68,2.22
Delhi,68.59,137.04,58.01,2.88,13.69,32.51,8.02,58.12,5.55
Delhi,68.28,114.07,56.75,2.32,12.34,29.47,6.5,45.83,2.04
Delhi,72.63,115.07,59.1,2.41,12.49,38.14,6.87,50.04,3.14
Delhi,85.56,138.71,68.66,3.2,14.71,41.46,8,69.03,4.94
Delhi,64.36,76.85,70.65,2.01,12.61,44.13,6.29,38.83,2.16
Delhi,41.21,32.94,50.03,1.14,7.9,29.14,2.73,16.19,0.22
Delhi,41.29,43.17,38.62,1.18,9.04,22.94,3.38,25.36,0.5
Delhi,39.9,43.01,38.46,1.15,8.5,22.96,3.22,21.24,0.31
Delhi,35.06,36,39.25,1.04,7.17,22.1,2.4,12.91,0.1
Delhi,32.7,40.32,46.78,1.07,7.26,24.27,2.52,14.12,0.09
Delhi,44.41,48.79,51.81,1.24,7.98,32.08,3.47,22.85,0.16
Delhi,55.64,72.47,57.3,1.92,9.64,28.22,6.1,34.52,0.52
Delhi,60.58,66.4,58.04,2.16,9.92,29.05,6.86,39.35,1.05
Delhi,50.24,57.35,62.14,1.71,8.52,23.62,5.96,30.95,0.61
Delhi,38.96,36.7,57.51,1.13,6.67,21.48,3.77,17.14,0.18
Delhi,39.83,44.43,53.04,1.28,7,23.8,3.98,23.78,0.32
Delhi,56.72,64.46,53.3,1.76,8.7,28.17,5.75,38.29,0.82
Delhi,39.77,40.79,48.52,1.2,6.96,21.13,3.85,22.52,0.29
Delhi,45.08,41.2,51.83,1.17,6.99,25.73,3.69,22.5,0.25
Delhi,54.6,54.95,52.64,1.39,7.88,27.55,4.62,32.86,0.2
Delhi,55.98,83.47,50.47,1.96,10.26,27.92,6.7,39.22,0.4
Delhi,57.76,61.51,49.61,1.86,10.25,35.11,6.28,33,0.34
Delhi,55.61,79.04,50.75,2.24,11.15,26.44,8,47.12,0.72
Delhi,47.5,64.57,48.22,1.8,11.03,28.07,4.81,38.4,0.22
Delhi,64.18,135,56.85,3.15,18.49,39.58,8.5,60.79,1.38
Delhi,64.8,143.71,58.26,3.32,19.95,36.5,9.36,73.11,2.65
Delhi,55.65,131.13,53.02,2.8,14.93,27.82,6.96,66.8,2.8
Delhi,57.67,110.2,53.46,2.2,12.85,29.94,6.81,48.18,5.45
Delhi,48.25,54.3,47.94,1.23,9.59,30.21,3.7,28.9,4.8
Delhi,51.19,60.14,47.01,1.27,11.34,21.99,3.52,31.1,1.13
Delhi,44.9,46.56,43.53,1.18,12.74,22.82,3.64,24.51,0.3
Delhi,38.64,45.09,44.73,1.13,8.67,17.63,3.49,22.67,0.19
Delhi,32.3,31.03,36.87,0.89,7.28,22,2.43,15.34,0.04
Delhi,45.12,50.71,37.73,1.3,9.44,27.25,3.8,24.75,0.33
Delhi,53.28,69.66,40.97,1.54,11.65,30.98,4.33,28.3,0.86
Delhi,59.91,113.97,48.65,2.26,12.35,32.47,5.53,39.19,1.56
Delhi,55.04,84.22,53.64,2.11,11.59,27.98,5.74,34.26,1.58
Delhi,38.08,40.99,46.34,1.16,9.24,21.62,3.31,23.78,0.31
Delhi,47.45,54.26,41.76,1.17,10.68,26.19,3.72,30.02,0.34
Delhi,44.21,51.19,43.54,1.11,10.44,18.63,4.05,30.42,0.26
Delhi,36.19,49.2,40.15,1.14,9.69,18.97,3.71,24.4,0.3
Delhi,43.78,60.8,39.56,1.32,9.65,19.93,4.79,29.24,0.34
Delhi,34.18,36.38,38.38,0.96,8.69,25.86,2.95,13.77,0.09
Delhi,38.21,49.07,39.27,1.39,9.65,24.64,3.9,19.39,0.22
Delhi,48.18,83.32,48.02,1.93,12.24,27.6,6.32,39.27,0.85
Delhi,44.3,82.89,45.17,1.9,10.95,24.63,7,36.98,0.79
Delhi,35.26,33.47,36.32,0.79,8.71,27.73,2.52,14.04,0.07
Delhi,44,45.88,34.23,0.99,10.73,30.53,2.66,15.38,0.06
Delhi,56.31,84.2,41.37,1.48,12.36,26.8,4.62,26.36,0.37
Delhi,50.94,95.06,48.8,2.09,12.81,32.7,5.87,33.9,0.83
Delhi,67.09,116.25,53.66,2.19,14.72,26.6,5.97,36.87,1.36
Delhi,42.01,37.97,42.76,1.26,11.12,23.29,3.2,18.44,0.09
Delhi,42.24,48.65,38.01,1.24,9.85,23.96,3.1,20.67,0.19
Delhi,45.04,50.9,36.77,1.08,10.06,24.23,3.49,19.83,0.14
Delhi,47.35,53.46,34.03,1.1,9.9,24.36,3.55,22.19,0.33
Delhi,44.25,67.5,35.95,1.26,10.02,29.22,4.51,26.67,0.56
Delhi,45.28,54.17,36.46,1.2,10.32,29.69,3.94,18.46,0.44
Delhi,53.71,73.96,37.5,1.51,11.4,33.94,4.43,27.09,0.51
Delhi,64.8,115.76,43.09,2.21,15.26,41,6.43,47.2,1.45
Delhi,53.35,67.5,40.07,1.3,13.31,32.03,4.6,27.58,0.4
Delhi,51.82,60.54,36.16,1.18,12.08,33.75,3.98,22.63,0.82
Delhi,58.46,88.53,38.38,1.51,14.21,34.75,5.78,31.93,0.44
Delhi,47.55,54.41,40.72,1.16,14.39,35.72,4.36,18.69,1.12
Delhi,50.75,60.36,40.04,1.29,14.64,36.29,4.35,17.47,0.46
Delhi,56.48,82.69,39.99,1.61,14.83,31.92,5.16,26.69,1.72
Delhi,60.12,107.57,39.73,1.89,14.37,37.22,6.65,40.82,4.01
Delhi,55.96,64.65,40.92,1.29,16.24,37.86,4.71,24.48,1.32
Delhi,41.59,37.63,36.91,0.95,16.49,36.8,3.09,16.55,0.5
Delhi,34.6,30.48,34.06,0.82,13.53,43.62,2.43,12.11,0.06
Delhi,44.57,41.54,32.48,0.91,17.59,42.21,2.93,17.62,0.39
Delhi,57.15,70.95,38.77,1.38,19.61,40.01,3.77,23.71,0.82
Delhi,61.17,88.49,42.77,1.61,18.85,38.6,5.83,30.58,1.2
Delhi,59.91,67.21,37.01,1.39,23.01,42.7,4.14,21.19,1.46
Delhi,59.9,111.77,44.11,2,20.13,44.29,6.39,37.24,2.16
Delhi,44.05,32.65,39.61,0.99,14.91,55.32,2.88,11.89,0.43
Delhi,33.27,26.24,35.81,0.83,10.45,39.58,2.03,20.21,0.32
Delhi,41.23,50.12,33.46,1.2,13.38,32.03,2.8,23.92,1.42
Delhi,42.24,61.5,38.33,1.26,14.3,35.15,3.51,27.78,1.56
Delhi,44.2,51.6,33.19,1.02,15.94,33.36,2.29,20.9,0.16
Delhi,46.76,52.38,39.61,1.22,18.24,35.32,3.12,18.7,0.59
Delhi,50.67,78.58,42.7,1.54,17.61,38.64,4.71,31.45,1.53
Delhi,46.15,46.13,43.64,1.23,14.7,36.36,3.8,22.27,1.24
Delhi,33.92,26.32,41.44,0.97,11.55,41.53,2.67,11.61,1.11
Delhi,33.98,27.57,34.88,0.83,12.05,37.35,2.42,15.56,2.68
Delhi,40.73,41.36,31.4,0.97,12.19,39.84,2.18,22.27,7.59
Delhi,50.23,85.92,39.78,1.58,15.81,36.64,4.58,37.92,4.39
Delhi,46.6,71.98,37.02,1.22,15.48,32.39,3.98,39.09,1.51
Delhi,45.62,60.78,37.32,1.1,16.22,41.77,3.57,28.32,0.66
Delhi,32.97,28.54,32.27,0.81,11.32,36.98,1.81,16.39,0.27
Delhi,33.71,29.75,29.56,0.87,10.42,33.52,1.47,14.94,0.6
Delhi,35.53,34.85,29.01,0.82,11.84,35.47,1.95,21.14,0.37
Delhi,37.14,61.74,31.51,1.11,12.61,34.59,3.51,35.85,0.63
Delhi,32.29,34.79,29.29,0.75,13.33,34.54,1.91,17.48,0.33
Delhi,30.22,29.74,30.99,0.84,17.21,47.66,2.35,15.58,0.42
Delhi,29.76,24.99,32.88,0.76,13.82,42.36,1.96,12.04,0.36
Delhi,36.74,39.57,35.31,0.94,13.68,34.27,2.25,19.69,0.7
Delhi,40.53,49,31.36,0.87,15.42,37.42,2.63,24.39,3.61
Delhi,34.59,32.7,34.29,0.76,11.59,29.17,1.99,17.98,0.47
Delhi,41.09,46.69,31.09,0.9,13.92,37.25,2.43,23.4,1.37
Delhi,41.52,44.12,31.07,0.89,14.8,38.38,2.29,20.26,1.28
Delhi,43.5,48.87,32.31,1,15.06,40.59,2.65,20.92,2.99
Delhi,45.86,53.31,32.99,1.07,14.93,41.73,3.05,28.9,2.21
Delhi,45.67,59.24,36.15,1.14,17.66,43.16,3.37,33.51,1.49
Delhi,51.26,55.88,34.3,1.24,19.71,48.23,3.76,36.83,0.43
Delhi,46.04,54.04,36.61,1.18,18.55,43.19,3.35,33.82,0.68
Delhi,29.85,30.31,32.61,0.92,16.63,47.67,2.86,21.43,0.5
Delhi,25.96,25.31,30.31,0.78,15.17,46.48,1.96,16.08,0.74
Delhi,27.07,26.48,31.91,0.81,15.81,38.23,2.53,16.24,0.64
Delhi,21.11,22.57,34.43,0.68,11.49,32.11,1.67,13.62,0.71
Delhi,16.58,17.41,33.68,0.58,12.82,30.59,1.38,8.88,0.7
Delhi,15.32,15.89,27.4,0.53,11.04,27.38,1.11,9.17,2.33
Delhi,17.52,18.34,25.22,0.54,10.28,25.06,1.07,9.76,0.71
Delhi,16.6,16.42,23.98,0.52,10.39,35.75,0.97,8.31,1.31
Delhi,17.52,16.62,23.21,0.58,12.47,40.26,1.08,9,1.32
Delhi,18.03,18.01,26.5,0.56,12.33,40.96,1.06,8.98,1.45
Delhi,19.17,19.26,26.73,0.62,13,35.06,1.12,9.17,3.01
Delhi,17.18,17.72,22.22,0.6,10.84,39.47,0.91,7.85,0.97
Delhi,20.07,19.33,21.54,0.61,11.99,46.82,1.13,8.6,0.77
Delhi,22.38,21.19,23.06,0.68,12.59,41.26,1.3,9.64,0.89
Delhi,24.42,22.78,25.14,0.81,16.03,44.55,1.74,12.38,0.26
Delhi,24.37,22.68,26.41,0.81,15.59,44.16,2.04,12.8,0.24
Delhi,19.27,17.38,25.53,0.6,13.46,42.65,1.01,9.13,0.13
Delhi,18.56,16.51,23.41,0.56,12.85,45.8,0.99,8.24,0.05
Delhi,21.37,18.16,23.84,0.66,14.2,48.34,1.11,7.52,0.07
Delhi,27.12,23.3,27.71,0.81,16.32,40.36,1.79,11.45,0.14
Delhi,23.64,21.9,28.33,0.83,18.38,49.51,1.88,11.18,0.04
Delhi,17.59,14.66,26.99,0.67,15.7,50.15,1.19,6.87,0
Delhi,23.4,19.83,27.95,0.83,19.86,41.07,1.78,9.62,0
Delhi,25.71,22.96,28.76,0.93,17.38,40.74,2.04,13.12,0.01
Delhi,24.55,24.05,28.36,0.93,14.89,38.22,2.36,11.89,0.02
Delhi,25.01,25.66,30.36,0.94,19.42,41.87,2.4,13.75,0.01
Delhi,15.83,16.95,26.06,0.64,14.08,53.53,1.07,7.79,0
Delhi,15.45,17.02,27.18,0.68,12.63,49.14,1.19,7.55,0
Delhi,19.72,20.82,29.94,0.71,13.17,40.53,1.29,9.46,0
Delhi,24.56,25.55,31.57,1.02,15.06,32.67,2.37,15.52,0
Delhi,19.64,19.57,29.75,0.82,15.36,48.56,1.48,8.92,0
Delhi,24.79,24.17,29.39,0.86,17.34,46.94,2.03,13.9,0.01
Delhi,24.83,22.92,30.02,0.91,17.39,43.99,2.8,17.19,0.01
Delhi,25.62,24.87,32.62,0.99,18.62,47.98,2.57,13.43,0.06
Delhi,18.68,19.91,28.65,0.75,12.76,54.53,1.13,8.55,0
Delhi,17.45,17.77,31.61,0.77,16.21,47.16,1.68,8.42,0
Delhi,14.8,16.38,29.94,0.76,15.59,53.43,1.24,6.39,0
Delhi,17.35,20.03,28.6,0.86,17.6,58.96,1.7,8.3,0
Delhi,20.11,22.66,28.86,0.91,19.08,58.57,2.03,13.02,0.01
Delhi,17.61,20.45,32.99,0.84,17.42,59.55,1.68,9.27,0
Delhi,18.46,20.45,36.43,0.89,17.52,56.81,1.96,11.92,0
Delhi,14.36,19.49,33.93,0.76,13,60.45,1.19,6.42,0.01
Delhi,15.14,21.57,32.48,0.68,11.94,49.04,1.31,7.51,0.02
Delhi,16.95,20.79,31.35,0.72,11.92,50.56,1.14,9.98,0
Delhi,21.36,24.06,30.86,0.87,16.4,52.12,2,14.92,0.03
Delhi,21.88,25.58,29.53,0.89,15.78,53.95,2.04,13.31,0.06
Delhi,17.97,18.92,25.51,0.73,13.6,73.11,1.46,10.18,0.04
Delhi,21.66,20.69,27.98,0.83,13.82,74.28,1.69,13.41,0.1
Delhi,17.65,19.17,30.14,0.85,13.33,76.32,1.61,11.66,1.08
Delhi,16.46,14.47,28.71,0.74,12.02,63.71,1.3,9.23,0.15
Delhi,19.53,15.6,28.13,0.76,12.66,64.6,1.55,10.63,0.27
Delhi,18.49,14.62,29.43,0.75,13.84,64.1,1.5,12.68,0.27
Delhi,21.34,16.74,32.29,0.9,15.41,52.2,1.81,14.78,0.39
Delhi,25.12,21.86,30.82,0.89,12.92,50.22,1.69,14.93,0.22
Delhi,23.45,18.9,27.39,0.84,13.71,53.08,1.41,12.6,0.22
Delhi,26.17,19.89,27.62,0.99,16.19,63.12,1.61,11.64,0.15
Delhi,31.96,26.01,28.76,1.06,20.19,59.79,2.07,15.58,2.12
Delhi,34.76,29.28,28.97,1.12,22.11,53.55,2.42,17.66,2.77
Delhi,42.67,38.49,30.58,1.31,20.41,57.05,2.75,23.02,1.74
Delhi,32.8,25.93,28.73,1.03,18.96,62.34,1.92,15.99,0.16
Delhi,31.36,25.81,25.55,1.09,18.99,62.56,1.72,15.2,2.43
Delhi,45.36,40.17,28.56,1.31,26.05,55.45,2.96,26.42,11.36
Delhi,42.43,37.85,28.82,1.16,17.05,41.87,2.77,28.72,0.39
Delhi,27.35,21.76,26.54,0.87,17.11,53.31,1.76,15.43,0.07
Delhi,30.92,25,27.22,0.94,21.3,54.74,1.88,13.82,0.11
Delhi,37.79,37.41,27.06,1.1,16.82,38.73,2.51,24.05,0.27
Delhi,26.95,21.37,25.79,0.83,14.49,66.77,1.7,16.71,0.05
Delhi,17.1,13.26,29.02,0.8,11.68,55.92,1.11,7.56,0.01
Delhi,19.02,14.69,32.19,0.77,9.95,47.48,1.1,10.48,0.03
Delhi,18.51,14.11,36.19,0.84,9.95,50.29,0.95,7.61,0.01
Delhi,17.05,13.15,34.91,0.84,9.06,42.29,1.05,9.05,0.26
Delhi,22.99,17.6,35,0.96,14.02,50.57,1.94,16.96,0.38
Delhi,24.78,19.94,35.78,0.92,12.71,50.06,1.75,21.26,0.68
Delhi,28.02,21.64,36.05,0.9,15.91,52.16,1.93,20.14,0.85
Delhi,34.11,29.57,38.85,1.09,17.97,39.14,2.79,29.63,2.28
Delhi,25.87,20.45,35.51,0.87,12.46,44.83,2,18.02,2.01
Delhi,21.25,16.37,31.81,0.82,10.69,51.46,1.6,11.45,0.38
Delhi,22.65,17.92,30.79,0.86,11.89,45.4,1.82,17.23,0.8
Delhi,25.81,21.44,31.81,0.94,15.78,51.77,1.99,20.22,0.47
Delhi,32.01,28.36,33.83,1.01,15.06,49.14,2.23,27.6,1
Delhi,34.31,35.09,33.27,1.03,14.12,40.8,2.17,24.61,1.52
Delhi,30.94,30,36.54,0.91,12.74,40.63,1.84,22.43,0.97
Delhi,30.05,29.74,38.64,1.06,12.9,43.37,2.16,19.86,0.67
Delhi,25.46,22.93,36.62,0.95,10.59,34.95,2.09,17.4,0.53
Delhi,26.01,22.01,40,1.04,13.57,38.86,2.42,23.32,1.71
Delhi,25.95,21.79,35.38,0.88,12.57,48.39,1.9,16.58,0.73
Delhi,24.58,19.98,32.62,0.88,12.08,51.4,1.99,19.29,0.51
Delhi,16.94,14.73,29.4,0.78,10.84,48.72,1.55,14.6,0.19
Delhi,18.32,15.69,28.68,0.82,12.19,47.98,1.5,12.01,0.22
Delhi,17.78,15.57,27.96,0.86,11.98,40.95,1.69,14.04,0.27
Delhi,20.37,17.92,26.38,0.8,10.98,36.24,1.42,14.47,0.2
Delhi,23.7,19.89,28.84,0.85,11.71,33.92,1.51,17.57,0.63
Delhi,20.61,17.46,34.32,0.91,11.08,42.76,1.54,18.47,0.37
Delhi,16.39,15.33,33.32,0.88,11.09,28.64,1.25,12.99,0.33
Delhi,16.84,15.72,31.45,0.89,11.02,24.77,1.28,12.13,0.27
Delhi,21.41,21.17,30.48,1.02,11.28,25.92,1.59,19.18,0.49
Delhi,22.06,21.75,32.64,1.01,11.66,24.82,2.07,23.31,0.7
Delhi,21.46,22.47,31.43,0.87,10.38,18.88,1.69,19.99,0.43
Delhi,21.6,23.86,29.27,0.94,10.7,18.05,1.71,25.13,1.74
Delhi,21.57,21.94,27.97,0.88,11.58,26.61,2.13,23.8,1.13
Delhi,17.96,15.44,28.48,0.84,10.51,37.29,1.57,16.37,0.49
Delhi,21.05,16.81,29.06,0.97,11.15,29.73,2.03,23.57,0.65
Ernakulam,7.76,135.57,101.97,1.94,3.34,,0.64,1.01,0.12
Ernakulam,,,,,,,,,
Ernakulam,7.95,133.71,102.66,1.12,3.46,,0.68,1.87,0.31
Ernakulam,7.8,134.02,104.05,1.17,3.48,,0.9,1.93,0.19
Ernakulam,7.95,133.09,103.2,1.2,3.54,,1.15,1.83,0.18
Ernakulam,5.9,156.21,133.25,1.24,3.49,,1.34,2.34,0.2
Ernakulam,7.48,140.31,107.43,1.37,3.64,,1.62,2.5,0.3
Ernakulam,16.13,83.55,36.6,1.35,3.59,,5.05,9.85,1.39
Ernakulam,19.16,63.72,19.41,1.35,3.54,,4.97,6.4,0.94
